sr_id,request_type,status,opened_local,close_date,close_problem,business_days_to_close,age_business_days,zcta,council_district,h3_cell,duplicate_of,auto_found_in_source,auto_type_matches,auto_status_now,auto_opened_local,auto_opened_matches,auto_close_date_now,auto_close_matches,auto_business_days,auto_age_business_days,auto_business_days_match,auto_age_matches,auto_lon,auto_lat,auto_in_city,auto_zcta,auto_council_district,auto_geography_matches,auto_earlier_same_type_within_50m_7d,auto_summary,source_lookup_url,map_url,1_found_in_source,2_dates_match,3_location_matches,4_business_days_correct,5_geography_correct,auditor,notes
7409326,SWM-Recycle Bin New Start,Open,2026-06-01 18:52,,,,80,38108,2,892659b5677ffff,,yes,yes,Open,2026-06-01 18:52,yes,,yes,,80,yes,yes,-89.921978,35.172435,yes,38108,2,yes,,ok,https://311.memphistn.gov/server/rest/services/311/311_Request_Map_PROD/FeatureServer/0/query?where=INCIDENT_NUMBER%3D%277409326%27&outFields=INCIDENT_NUMBER%2CREQUEST_TYPE%2CREQUEST_STATUS%2Ccreated_date%2CClosed_Date&outSR=4326&returnGeometry=true&f=html,https://www.openstreetmap.org/?mlat=35.172435&mlon=-89.921978#map=18/35.172435/-89.921978,,,,,,,
7401240,SWM-Missed Bulk Trash,Closed,2026-05-13 16:14,2026-06-10,,19,92,38109,6,892659af47bffff,,yes,yes,Closed,2026-05-13 16:14,yes,2026-06-10,yes,19,92,yes,yes,-90.080844,35.033746,yes,38109,6,yes,,ok,https://311.memphistn.gov/server/rest/services/311/311_Request_Map_PROD/FeatureServer/0/query?where=INCIDENT_NUMBER%3D%277401240%27&outFields=INCIDENT_NUMBER%2CREQUEST_TYPE%2CREQUEST_STATUS%2Ccreated_date%2CClosed_Date&outSR=4326&returnGeometry=true&f=html,https://www.openstreetmap.org/?mlat=35.033746&mlon=-90.080844#map=18/35.033746/-90.080844,,,,,,,
7000025,SWM-Missed Bulk Trash,Closed,2023-10-16 08:52,2023-12-05,,33,726,38116,3,892659a1923ffff,,yes,yes,Closed,2023-10-16 08:52,yes,2023-12-05,yes,33,726,yes,yes,-90.014951,35.043675,yes,38116,3,yes,,ok,https://311.memphistn.gov/server/rest/services/311/311_Request_Map_PROD/FeatureServer/0/query?where=INCIDENT_NUMBER%3D%277000025%27&outFields=INCIDENT_NUMBER%2CREQUEST_TYPE%2CREQUEST_STATUS%2Ccreated_date%2CClosed_Date&outSR=4326&returnGeometry=true&f=html,https://www.openstreetmap.org/?mlat=35.043675&mlon=-90.014951#map=18/35.043675/-90.014951,,,,,,,
8025139,CE-Code Miscellaneous,Open,2026-07-28 08:26,,,,41,38116,3,892659a19b7ffff,,yes,yes,Open,2026-07-28 08:26,yes,,yes,,41,yes,yes,-90.006078,35.050737,yes,38116,3,yes,,ok,https://311.memphistn.gov/server/rest/services/311/311_Request_Map_PROD/FeatureServer/0/query?where=INCIDENT_NUMBER%3D%278025139%27&outFields=INCIDENT_NUMBER%2CREQUEST_TYPE%2CREQUEST_STATUS%2Ccreated_date%2CClosed_Date&outSR=4326&returnGeometry=true&f=html,https://www.openstreetmap.org/?mlat=35.050737&mlon=-90.006078#map=18/35.050737/-90.006078,,,,,,,
8010374,PW (SM)-Potholes,Closed,2026-06-30 07:44,2026-06-30,,0,60,38116,3,892659ae4b3ffff,,yes,yes,Closed,2026-06-30 07:44,yes,2026-06-30,yes,0,60,yes,yes,-89.991034,35.038764,yes,38116,3,yes,,ok,https://311.memphistn.gov/server/rest/services/311/311_Request_Map_PROD/FeatureServer/0/query?where=INCIDENT_NUMBER%3D%278010374%27&outFields=INCIDENT_NUMBER%2CREQUEST_TYPE%2CREQUEST_STATUS%2Ccreated_date%2CClosed_Date&outSR=4326&returnGeometry=true&f=html,https://www.openstreetmap.org/?mlat=35.038764&mlon=-89.991034#map=18/35.038764/-89.991034,,,,,,,
7168854,PW (HE)-Street Cleaning,Closed,2024-10-01 11:53,2024-10-03,,2,489,38122,5,892659b528bffff,,yes,yes,Closed,2024-10-01 11:53,yes,2024-10-03,yes,2,489,yes,yes,-89.924513,35.16333,yes,38122,5,yes,,ok,https://311.memphistn.gov/server/rest/services/311/311_Request_Map_PROD/FeatureServer/0/query?where=INCIDENT_NUMBER%3D%277168854%27&outFields=INCIDENT_NUMBER%2CREQUEST_TYPE%2CREQUEST_STATUS%2Ccreated_date%2CClosed_Date&outSR=4326&returnGeometry=true&f=html,https://www.openstreetmap.org/?mlat=35.16333&mlon=-89.924513#map=18/35.16333/-89.924513,,,,,,,
7253647,SWM-Recycle Cart Delivery,Closed,2025-05-21 14:30,2025-07-05,,29,333,38115,3,892659a628bffff,,yes,yes,Closed,2025-05-21 14:30,yes,2025-07-05,yes,29,333,yes,yes,-89.853469,35.057005,yes,38115,3,yes,,ok,https://311.memphistn.gov/server/rest/services/311/311_Request_Map_PROD/FeatureServer/0/query?where=INCIDENT_NUMBER%3D%277253647%27&outFields=INCIDENT_NUMBER%2CREQUEST_TYPE%2CREQUEST_STATUS%2Ccreated_date%2CClosed_Date&outSR=4326&returnGeometry=true&f=html,https://www.openstreetmap.org/?mlat=35.057005&mlon=-89.853469#map=18/35.057005/-89.853469,,,,,,,
7081258,EN-Speed Hump Request,Closed,2024-04-26 17:02,2024-06-05,,27,597,38103,7,892659a32a3ffff,,yes,yes,Closed,2024-04-26 17:02,yes,2024-06-05,yes,27,597,yes,yes,-90.057491,35.162184,yes,38103,7,yes,,ok,https://311.memphistn.gov/server/rest/services/311/311_Request_Map_PROD/FeatureServer/0/query?where=INCIDENT_NUMBER%3D%277081258%27&outFields=INCIDENT_NUMBER%2CREQUEST_TYPE%2CREQUEST_STATUS%2Ccreated_date%2CClosed_Date&outSR=4326&returnGeometry=true&f=html,https://www.openstreetmap.org/?mlat=35.162184&mlon=-90.057491#map=18/35.162184/-90.057491,,,,,,,
7141509,SWM-Missed Bulk Trash,Closed,2024-07-22 10:27,2025-09-22,,290,539,38108,7,892659a25cbffff,,yes,yes,Closed,2024-07-22 10:27,yes,2025-09-22,yes,290,539,yes,yes,-89.954296,35.178616,yes,38108,7,yes,,ok,https://311.memphistn.gov/server/rest/services/311/311_Request_Map_PROD/FeatureServer/0/query?where=INCIDENT_NUMBER%3D%277141509%27&outFields=INCIDENT_NUMBER%2CREQUEST_TYPE%2CREQUEST_STATUS%2Ccreated_date%2CClosed_Date&outSR=4326&returnGeometry=true&f=html,https://www.openstreetmap.org/?mlat=35.178616&mlon=-89.954296#map=18/35.178616/-89.954296,,,,,,,
7265726,SWM-Garbage Missed,Closed,2025-06-13 11:09,2025-06-26,,8,317,38111,5,892659a2c0fffff,,yes,yes,Closed,2025-06-13 11:09,yes,2025-06-26,yes,8,317,yes,yes,-89.930382,35.131236,yes,38111,5,yes,,ok,https://311.memphistn.gov/server/rest/services/311/311_Request_Map_PROD/FeatureServer/0/query?where=INCIDENT_NUMBER%3D%277265726%27&outFields=INCIDENT_NUMBER%2CREQUEST_TYPE%2CREQUEST_STATUS%2Ccreated_date%2CClosed_Date&outSR=4326&returnGeometry=true&f=html,https://www.openstreetmap.org/?mlat=35.131236&mlon=-89.930382#map=18/35.131236/-89.930382,,,,,,,
7335305,SWM-Garbage Waiver Request,Closed,2025-10-27 20:05,2025-10-29,,2,224,38117,5,892659a2c97ffff,,yes,yes,Closed,2025-10-27 20:05,yes,2025-10-29,yes,2,224,yes,yes,-89.92094,35.141223,yes,38117,5,yes,,ok,https://311.memphistn.gov/server/rest/services/311/311_Request_Map_PROD/FeatureServer/0/query?where=INCIDENT_NUMBER%3D%277335305%27&outFields=INCIDENT_NUMBER%2CREQUEST_TYPE%2CREQUEST_STATUS%2Ccreated_date%2CClosed_Date&outSR=4326&returnGeometry=true&f=html,https://www.openstreetmap.org/?mlat=35.141223&mlon=-89.92094#map=18/35.141223/-89.92094,,,,,,,
7230837,SWM-Missed Bulk Trash,Closed,2025-04-02 19:18,2025-04-04,,1,366,38018,2,892659b4c8fffff,,yes,yes,Closed,2025-04-02 19:18,yes,2025-04-04,yes,1,366,yes,yes,-89.78303,35.131861,yes,38018,2,yes,,ok,https://311.memphistn.gov/server/rest/services/311/311_Request_Map_PROD/FeatureServer/0/query?where=INCIDENT_NUMBER%3D%277230837%27&outFields=INCIDENT_NUMBER%2CREQUEST_TYPE%2CREQUEST_STATUS%2Ccreated_date%2CClosed_Date&outSR=4326&returnGeometry=true&f=html,https://www.openstreetmap.org/?mlat=35.131861&mlon=-89.78303#map=18/35.131861/-89.78303,,,,,,,
7403948,SWM-Service Quality,Closed,2026-05-20 09:54,,missing_close_date,,87,38108,5,892659a2063ffff,,yes,yes,Closed,2026-05-20 09:54,yes,,yes,,87,yes,yes,-89.976128,35.159734,yes,38108,5,yes,,ok,https://311.memphistn.gov/server/rest/services/311/311_Request_Map_PROD/FeatureServer/0/query?where=INCIDENT_NUMBER%3D%277403948%27&outFields=INCIDENT_NUMBER%2CREQUEST_TYPE%2CREQUEST_STATUS%2Ccreated_date%2CClosed_Date&outSR=4326&returnGeometry=true&f=html,https://www.openstreetmap.org/?mlat=35.159734&mlon=-89.976128#map=18/35.159734/-89.976128,,,,,,,
7232502,PW (ROW)-Roadside Litter,Closed,2025-04-07 17:01,2025-04-08,,1,364,38109,6,892659a1b07ffff,7232499,yes,yes,Closed,2025-04-07 17:01,yes,2025-04-08,yes,1,364,yes,yes,-90.043703,35.042544,yes,38109,6,yes,7232499 7232501,ok,https://311.memphistn.gov/server/rest/services/311/311_Request_Map_PROD/FeatureServer/0/query?where=INCIDENT_NUMBER%3D%277232502%27&outFields=INCIDENT_NUMBER%2CREQUEST_TYPE%2CREQUEST_STATUS%2Ccreated_date%2CClosed_Date&outSR=4326&returnGeometry=true&f=html,https://www.openstreetmap.org/?mlat=35.042544&mlon=-90.043703#map=18/35.042544/-90.043703,,,,,,,
7140980,CE-Weeds Occupied Property,Closed,2024-07-19 10:52,2024-07-24,,3,540,38106,6,892659a026fffff,,yes,yes,Closed,2024-07-19 10:52,yes,2024-07-24,yes,3,540,yes,yes,-90.036456,35.097694,yes,38106,6,yes,,ok,https://311.memphistn.gov/server/rest/services/311/311_Request_Map_PROD/FeatureServer/0/query?where=INCIDENT_NUMBER%3D%277140980%27&outFields=INCIDENT_NUMBER%2CREQUEST_TYPE%2CREQUEST_STATUS%2Ccreated_date%2CClosed_Date&outSR=4326&returnGeometry=true&f=html,https://www.openstreetmap.org/?mlat=35.097694&mlon=-90.036456#map=18/35.097694/-90.036456,,,,,,,
8039390,PW (SM)-Trees in Street,Closed,2026-08-24 11:53,2026-08-24,,0,22,38127,7,892659b1aa3ffff,,yes,yes,Closed,2026-08-24 11:53,yes,2026-08-24,yes,0,22,yes,yes,-90.02136,35.211092,yes,38127,7,yes,,ok,https://311.memphistn.gov/server/rest/services/311/311_Request_Map_PROD/FeatureServer/0/query?where=INCIDENT_NUMBER%3D%278039390%27&outFields=INCIDENT_NUMBER%2CREQUEST_TYPE%2CREQUEST_STATUS%2Ccreated_date%2CClosed_Date&outSR=4326&returnGeometry=true&f=html,https://www.openstreetmap.org/?mlat=35.211092&mlon=-90.02136#map=18/35.211092/-90.02136,,,,,,,
7303647,SWM-Dead Animal Collection,Closed,2025-08-03 11:27,2025-08-05,,2,284,38109,6,892659a13a3ffff,,yes,yes,Closed,2025-08-03 11:27,yes,2025-08-05,yes,2,284,yes,yes,-90.073314,35.097075,yes,38109,6,yes,,ok,https://311.memphistn.gov/server/rest/services/311/311_Request_Map_PROD/FeatureServer/0/query?where=INCIDENT_NUMBER%3D%277303647%27&outFields=INCIDENT_NUMBER%2CREQUEST_TYPE%2CREQUEST_STATUS%2Ccreated_date%2CClosed_Date&outSR=4326&returnGeometry=true&f=html,https://www.openstreetmap.org/?mlat=35.097075&mlon=-90.073314#map=18/35.097075/-90.073314,,,,,,,
7389146,PW (SM)-Potholes,Closed,2026-04-17 11:54,2026-04-17,,0,110,38106,6,892659a1123ffff,,yes,yes,Closed,2026-04-17 11:54,yes,2026-04-17,yes,0,110,yes,yes,-90.051114,35.09577,yes,38106,6,yes,,ok,https://311.memphistn.gov/server/rest/services/311/311_Request_Map_PROD/FeatureServer/0/query?where=INCIDENT_NUMBER%3D%277389146%27&outFields=INCIDENT_NUMBER%2CREQUEST_TYPE%2CREQUEST_STATUS%2Ccreated_date%2CClosed_Date&outSR=4326&returnGeometry=true&f=html,https://www.openstreetmap.org/?mlat=35.09577&mlon=-90.051114#map=18/35.09577/-90.051114,,,,,,,
7243311,SWM-Garbage Missed,Closed,2025-04-30 09:26,2025-05-01,,1,348,38141,3,892659a6363ffff,7240318,yes,yes,Closed,2025-04-30 09:26,yes,2025-05-01,yes,1,348,yes,yes,-89.840182,35.027996,yes,38141,3,yes,7240318,ok,https://311.memphistn.gov/server/rest/services/311/311_Request_Map_PROD/FeatureServer/0/query?where=INCIDENT_NUMBER%3D%277243311%27&outFields=INCIDENT_NUMBER%2CREQUEST_TYPE%2CREQUEST_STATUS%2Ccreated_date%2CClosed_Date&outSR=4326&returnGeometry=true&f=html,https://www.openstreetmap.org/?mlat=35.027996&mlon=-89.840182#map=18/35.027996/-89.840182,,,,,,,
7144317,CE-Vehicle Violations,Closed,2024-07-29 07:02,2024-10-30,,66,534,38117,5,892659a2c8bffff,,yes,yes,Closed,2024-07-29 07:02,yes,2024-10-30,yes,66,534,yes,yes,-89.927986,35.141838,yes,38117,5,yes,,ok,https://311.memphistn.gov/server/rest/services/311/311_Request_Map_PROD/FeatureServer/0/query?where=INCIDENT_NUMBER%3D%277144317%27&outFields=INCIDENT_NUMBER%2CREQUEST_TYPE%2CREQUEST_STATUS%2Ccreated_date%2CClosed_Date&outSR=4326&returnGeometry=true&f=html,https://www.openstreetmap.org/?mlat=35.141838&mlon=-89.927986#map=18/35.141838/-89.927986,,,,,,,
7147290,SWM-Recycling Missed,Closed,2024-08-02 09:35,2024-08-02,,0,530,38109,6,892659af5d3ffff,,yes,yes,Closed,2024-08-02 09:35,yes,2024-08-02,yes,0,530,yes,yes,-90.05498,35.031101,yes,38109,6,yes,,ok,https://311.memphistn.gov/server/rest/services/311/311_Request_Map_PROD/FeatureServer/0/query?where=INCIDENT_NUMBER%3D%277147290%27&outFields=INCIDENT_NUMBER%2CREQUEST_TYPE%2CREQUEST_STATUS%2Ccreated_date%2CClosed_Date&outSR=4326&returnGeometry=true&f=html,https://www.openstreetmap.org/?mlat=35.031101&mlon=-90.05498#map=18/35.031101/-90.05498,,,,,,,
7097613,SWM-Garbage Missed,Closed,2024-05-30 09:05,2024-05-30,,0,574,38127,7,892659b0e5bffff,,yes,yes,Closed,2024-05-30 09:05,yes,2024-05-30,yes,0,574,yes,yes,-89.967474,35.234095,yes,38127,7,yes,,ok,https://311.memphistn.gov/server/rest/services/311/311_Request_Map_PROD/FeatureServer/0/query?where=INCIDENT_NUMBER%3D%277097613%27&outFields=INCIDENT_NUMBER%2CREQUEST_TYPE%2CREQUEST_STATUS%2Ccreated_date%2CClosed_Date&outSR=4326&returnGeometry=true&f=html,https://www.openstreetmap.org/?mlat=35.234095&mlon=-89.967474#map=18/35.234095/-89.967474,,,,,,,
8010857,EE-Illegal Dumping,Closed,2026-06-30 13:25,2026-07-20,,13,60,38114,6,892659a0e17ffff,,yes,yes,Closed,2026-06-30 13:25,yes,2026-07-20,yes,13,60,yes,yes,-89.987448,35.07971,yes,38114,6,yes,,ok,https://311.memphistn.gov/server/rest/services/311/311_Request_Map_PROD/FeatureServer/0/query?where=INCIDENT_NUMBER%3D%278010857%27&outFields=INCIDENT_NUMBER%2CREQUEST_TYPE%2CREQUEST_STATUS%2Ccreated_date%2CClosed_Date&outSR=4326&returnGeometry=true&f=html,https://www.openstreetmap.org/?mlat=35.07971&mlon=-89.987448#map=18/35.07971/-89.987448,,,,,,,
7024659,SWM-Missed Bulk Trash,Closed,2024-01-05 12:19,2024-01-08,,1,673,38119,2,892659b5b43ffff,,yes,yes,Closed,2024-01-05 12:19,yes,2024-01-08,yes,1,673,yes,yes,-89.879705,35.088061,yes,38119,2,yes,,ok,https://311.memphistn.gov/server/rest/services/311/311_Request_Map_PROD/FeatureServer/0/query?where=INCIDENT_NUMBER%3D%277024659%27&outFields=INCIDENT_NUMBER%2CREQUEST_TYPE%2CREQUEST_STATUS%2Ccreated_date%2CClosed_Date&outSR=4326&returnGeometry=true&f=html,https://www.openstreetmap.org/?mlat=35.088061&mlon=-89.879705#map=18/35.088061/-89.879705,,,,,,,
7171020,PW (HE)-Street Cleaning,Closed,2024-10-08 11:06,2024-10-09,,1,484,38114,6,892659a0e17ffff,,yes,yes,Closed,2024-10-08 11:06,yes,2024-10-09,yes,1,484,yes,yes,-89.988653,35.079309,yes,38114,6,yes,,ok,https://311.memphistn.gov/server/rest/services/311/311_Request_Map_PROD/FeatureServer/0/query?where=INCIDENT_NUMBER%3D%277171020%27&outFields=INCIDENT_NUMBER%2CREQUEST_TYPE%2CREQUEST_STATUS%2Ccreated_date%2CClosed_Date&outSR=4326&returnGeometry=true&f=html,https://www.openstreetmap.org/?mlat=35.079309&mlon=-89.988653#map=18/35.079309/-89.988653,,,,,,,
8046799,SWM-Cart Repair,Closed,2026-09-09 11:46,2026-09-25,,12,11,38141,3,892659a4413ffff,,yes,yes,Closed,2026-09-09 11:46,yes,2026-09-25,yes,12,11,yes,yes,-89.859166,35.031603,yes,38141,3,yes,,ok,https://311.memphistn.gov/server/rest/services/311/311_Request_Map_PROD/FeatureServer/0/query?where=INCIDENT_NUMBER%3D%278046799%27&outFields=INCIDENT_NUMBER%2CREQUEST_TYPE%2CREQUEST_STATUS%2Ccreated_date%2CClosed_Date&outSR=4326&returnGeometry=true&f=html,https://www.openstreetmap.org/?mlat=35.031603&mlon=-89.859166#map=18/35.031603/-89.859166,,,,,,,
7226218,SWM-Missed Bulk Trash,Closed,2025-03-24 11:58,2025-04-08,,10,373,38106,4,892659a028fffff,,yes,yes,Closed,2025-03-24 11:58,yes,2025-04-08,yes,10,373,yes,yes,-90.026868,35.112778,yes,38106,4,yes,,ok,https://311.memphistn.gov/server/rest/services/311/311_Request_Map_PROD/FeatureServer/0/query?where=INCIDENT_NUMBER%3D%277226218%27&outFields=INCIDENT_NUMBER%2CREQUEST_TYPE%2CREQUEST_STATUS%2Ccreated_date%2CClosed_Date&outSR=4326&returnGeometry=true&f=html,https://www.openstreetmap.org/?mlat=35.112778&mlon=-90.026868#map=18/35.112778/-90.026868,,,,,,,
7244947,CW-Weeds Vacant Houses,Closed,2025-05-04 20:28,2025-05-06,,2,346,38104,4,892659a051bffff,,yes,yes,Closed,2025-05-04 20:28,yes,2025-05-06,yes,2,346,yes,yes,-89.984285,35.125,yes,38104,4,yes,,ok,https://311.memphistn.gov/server/rest/services/311/311_Request_Map_PROD/FeatureServer/0/query?where=INCIDENT_NUMBER%3D%277244947%27&outFields=INCIDENT_NUMBER%2CREQUEST_TYPE%2CREQUEST_STATUS%2Ccreated_date%2CClosed_Date&outSR=4326&returnGeometry=true&f=html,https://www.openstreetmap.org/?mlat=35.125&mlon=-89.984285#map=18/35.125/-89.984285,,,,,,,
7332417,SWM-Dead Animal Collection,Closed,2025-10-20 11:07,2025-10-22,,2,229,38109,6,892659a114fffff,,yes,yes,Closed,2025-10-20 11:07,yes,2025-10-22,yes,2,229,yes,yes,-90.066792,35.099737,yes,38109,6,yes,,ok,https://311.memphistn.gov/server/rest/services/311/311_Request_Map_PROD/FeatureServer/0/query?where=INCIDENT_NUMBER%3D%277332417%27&outFields=INCIDENT_NUMBER%2CREQUEST_TYPE%2CREQUEST_STATUS%2Ccreated_date%2CClosed_Date&outSR=4326&returnGeometry=true&f=html,https://www.openstreetmap.org/?mlat=35.099737&mlon=-90.066792#map=18/35.099737/-90.066792,,,,,,,
7224564,PW (SM)-Potholes,Closed,2025-03-20 06:25,2025-03-26,,4,375,38134,1,892659b46d3ffff,,yes,yes,Closed,2025-03-20 06:25,yes,2025-03-26,yes,4,375,yes,yes,-89.851621,35.185958,yes,38134,1,yes,,ok,https://311.memphistn.gov/server/rest/services/311/311_Request_Map_PROD/FeatureServer/0/query?where=INCIDENT_NUMBER%3D%277224564%27&outFields=INCIDENT_NUMBER%2CREQUEST_TYPE%2CREQUEST_STATUS%2Ccreated_date%2CClosed_Date&outSR=4326&returnGeometry=true&f=html,https://www.openstreetmap.org/?mlat=35.185958&mlon=-89.851621#map=18/35.185958/-89.851621,,,,,,,
7287123,SWM-Missed Bulk Trash,Closed,2025-06-28 05:32,2025-07-23,,17,308,38119,2,892659b5a33ffff,,yes,yes,Closed,2025-06-28 05:32,yes,2025-07-23,yes,17,308,yes,yes,-89.883919,35.100612,yes,38119,2,yes,,ok,https://311.memphistn.gov/server/rest/services/311/311_Request_Map_PROD/FeatureServer/0/query?where=INCIDENT_NUMBER%3D%277287123%27&outFields=INCIDENT_NUMBER%2CREQUEST_TYPE%2CREQUEST_STATUS%2Ccreated_date%2CClosed_Date&outSR=4326&returnGeometry=true&f=html,https://www.openstreetmap.org/?mlat=35.100612&mlon=-89.883919#map=18/35.100612/-89.883919,,,,,,,
7367560,CE-Code Miscellaneous,Closed,2026-02-20 11:27,2026-02-23,,1,148,38109,6,892659af537ffff,,yes,yes,Closed,2026-02-20 11:27,yes,2026-02-23,yes,1,148,yes,yes,-90.042028,35.016341,yes,38109,6,yes,,ok,https://311.memphistn.gov/server/rest/services/311/311_Request_Map_PROD/FeatureServer/0/query?where=INCIDENT_NUMBER%3D%277367560%27&outFields=INCIDENT_NUMBER%2CREQUEST_TYPE%2CREQUEST_STATUS%2Ccreated_date%2CClosed_Date&outSR=4326&returnGeometry=true&f=html,https://www.openstreetmap.org/?mlat=35.016341&mlon=-90.042028#map=18/35.016341/-90.042028,,,,,,,
7373951,SWM-Missing Recycle Cart,Closed,2026-03-12 10:34,2026-03-13,,1,134,38134,1,892659b55d3ffff,,yes,yes,Closed,2026-03-12 10:34,yes,2026-03-13,yes,1,134,yes,yes,-89.878049,35.179484,yes,38134,1,yes,,ok,https://311.memphistn.gov/server/rest/services/311/311_Request_Map_PROD/FeatureServer/0/query?where=INCIDENT_NUMBER%3D%277373951%27&outFields=INCIDENT_NUMBER%2CREQUEST_TYPE%2CREQUEST_STATUS%2Ccreated_date%2CClosed_Date&outSR=4326&returnGeometry=true&f=html,https://www.openstreetmap.org/?mlat=35.179484&mlon=-89.878049#map=18/35.179484/-89.878049,,,,,,,
7070103,SWM-Missed Bulk Trash,Closed,2024-03-29 09:47,2024-04-25,,18,616,38111,5,892659a2e07ffff,,yes,yes,Closed,2024-03-29 09:47,yes,2024-04-25,yes,18,616,yes,yes,-89.951668,35.127675,yes,38111,5,yes,,ok,https://311.memphistn.gov/server/rest/services/311/311_Request_Map_PROD/FeatureServer/0/query?where=INCIDENT_NUMBER%3D%277070103%27&outFields=INCIDENT_NUMBER%2CREQUEST_TYPE%2CREQUEST_STATUS%2Ccreated_date%2CClosed_Date&outSR=4326&returnGeometry=true&f=html,https://www.openstreetmap.org/?mlat=35.127675&mlon=-89.951668#map=18/35.127675/-89.951668,,,,,,,
7141955,SWM-Missed Bulk Trash,Closed,2024-07-22 19:37,2024-07-31,,7,539,38117,2,892659b5a67ffff,,yes,yes,Closed,2024-07-22 19:37,yes,2024-07-31,yes,7,539,yes,yes,-89.892523,35.093486,yes,38117,2,yes,,ok,https://311.memphistn.gov/server/rest/services/311/311_Request_Map_PROD/FeatureServer/0/query?where=INCIDENT_NUMBER%3D%277141955%27&outFields=INCIDENT_NUMBER%2CREQUEST_TYPE%2CREQUEST_STATUS%2Ccreated_date%2CClosed_Date&outSR=4326&returnGeometry=true&f=html,https://www.openstreetmap.org/?mlat=35.093486&mlon=-89.892523#map=18/35.093486/-89.892523,,,,,,,
7128707,CW-Weeds Vacant Lots,Resolved,2024-06-26 11:34,2024-07-01,,3,556,38127,7,892659b18b3ffff,,yes,yes,Resolved,2024-06-26 11:34,yes,2024-07-01,yes,3,556,yes,yes,-89.994316,35.222507,yes,38127,7,yes,,ok,https://311.memphistn.gov/server/rest/services/311/311_Request_Map_PROD/FeatureServer/0/query?where=INCIDENT_NUMBER%3D%277128707%27&outFields=INCIDENT_NUMBER%2CREQUEST_TYPE%2CREQUEST_STATUS%2Ccreated_date%2CClosed_Date&outSR=4326&returnGeometry=true&f=html,https://www.openstreetmap.org/?mlat=35.222507&mlon=-89.994316#map=18/35.222507/-89.994316,,,,,,,
7197746,"CE-Substandard,Derelict Struc",Closed,2025-01-02 10:45,2025-09-22,,179,428,38119,2,892659b593bffff,,yes,yes,Closed,2025-01-02 10:45,yes,2025-09-22,yes,179,428,yes,yes,-89.840724,35.089968,yes,38119,2,yes,,ok,https://311.memphistn.gov/server/rest/services/311/311_Request_Map_PROD/FeatureServer/0/query?where=INCIDENT_NUMBER%3D%277197746%27&outFields=INCIDENT_NUMBER%2CREQUEST_TYPE%2CREQUEST_STATUS%2Ccreated_date%2CClosed_Date&outSR=4326&returnGeometry=true&f=html,https://www.openstreetmap.org/?mlat=35.089968&mlon=-89.840724#map=18/35.089968/-89.840724,,,,,,,
7405398,CW-Weeds Vacant Lots,Closed,2026-05-23 14:13,2026-06-18,,18,85,38126,6,892659a152bffff,,yes,yes,Closed,2026-05-23 14:13,yes,2026-06-18,yes,18,85,yes,yes,-90.051132,35.116799,yes,38126,6,yes,,ok,https://311.memphistn.gov/server/rest/services/311/311_Request_Map_PROD/FeatureServer/0/query?where=INCIDENT_NUMBER%3D%277405398%27&outFields=INCIDENT_NUMBER%2CREQUEST_TYPE%2CREQUEST_STATUS%2Ccreated_date%2CClosed_Date&outSR=4326&returnGeometry=true&f=html,https://www.openstreetmap.org/?mlat=35.116799&mlon=-90.051132#map=18/35.116799/-90.051132,,,,,,,
7181745,PW (SM)-Potholes,Closed,2024-11-12 16:31,2024-11-13,,1,460,38016,2,892659b45b3ffff,,yes,yes,Closed,2024-11-12 16:31,yes,2024-11-13,yes,1,460,yes,yes,-89.79303,35.168221,yes,38016,2,yes,,ok,https://311.memphistn.gov/server/rest/services/311/311_Request_Map_PROD/FeatureServer/0/query?where=INCIDENT_NUMBER%3D%277181745%27&outFields=INCIDENT_NUMBER%2CREQUEST_TYPE%2CREQUEST_STATUS%2Ccreated_date%2CClosed_Date&outSR=4326&returnGeometry=true&f=html,https://www.openstreetmap.org/?mlat=35.168221&mlon=-89.79303#map=18/35.168221/-89.79303,,,,,,,
7140394,CW-Weeds Vacant Lots,Closed,2024-07-18 09:11,2024-10-04,,55,541,38116,6,892659ae60bffff,,yes,yes,Closed,2024-07-18 09:11,yes,2024-10-04,yes,55,541,yes,yes,-90.02917,35.027786,yes,38116,6,yes,,ok,https://311.memphistn.gov/server/rest/services/311/311_Request_Map_PROD/FeatureServer/0/query?where=INCIDENT_NUMBER%3D%277140394%27&outFields=INCIDENT_NUMBER%2CREQUEST_TYPE%2CREQUEST_STATUS%2Ccreated_date%2CClosed_Date&outSR=4326&returnGeometry=true&f=html,https://www.openstreetmap.org/?mlat=35.027786&mlon=-90.02917#map=18/35.027786/-90.02917,,,,,,,
8036789,CW-Weeds Vacant Lots,Open,2026-08-18 13:13,,,,26,38108,7,892659a2093ffff,,yes,yes,Open,2026-08-18 13:13,yes,,yes,,26,yes,yes,-89.963367,35.177019,yes,38108,7,yes,,ok,https://311.memphistn.gov/server/rest/services/311/311_Request_Map_PROD/FeatureServer/0/query?where=INCIDENT_NUMBER%3D%278036789%27&outFields=INCIDENT_NUMBER%2CREQUEST_TYPE%2CREQUEST_STATUS%2Ccreated_date%2CClosed_Date&outSR=4326&returnGeometry=true&f=html,https://www.openstreetmap.org/?mlat=35.177019&mlon=-89.963367#map=18/35.177019/-89.963367,,,,,,,
