"file","source","acs_vintage","weights","universe","fetched"
"components_census-acs5-2024_blocks-2020.csv","Census ACS 2024 5-year (2020-2024) block groups, api.census.gov","2020-2024","2020 Census blocks POP100/HU100, TIGERweb tigerWMS_Census2020 layer 10","Part of each area inside the City of Memphis","2026-09-23"
