"sample_id","parcel_id","input","reference_lon","reference_lat","geocoder","matched_address","census_candidates","geocode_lon","geocode_lat","distance_m","same_cell","in_reference_disk","reference_zcta","geocode_zcta","reference_council_district","geocode_council_district","flag","reviewer_verdict","reviewer_notes"
170,"011004  00008","641 S FOURTH ST, Memphis, TN",-90.05072,35.129889,"census","641 S 4TH ST, MEMPHIS, TN, 38126",1,-90.050532,35.12972,25.4,TRUE,TRUE,"38126","38126","6","6","","",""
171,"083016  00015","3096 JAMES RD, Memphis, TN",-89.9604,35.200332,"census","3096 JAMES RD, MEMPHIS, TN, 38128",1,-89.960506,35.20008,29.5,TRUE,TRUE,"38128","38128","7","7","","",""
172,"075072  00004","3383 BEREA RD, Memphis, TN",-90.062388,35.056341,"census","3383 BEREA RD, MEMPHIS, TN, 38109",1,-90.062072,35.056529,35.6,TRUE,TRUE,"38109","38109","6","6","","",""
173,"034013  00019","1584 LATHAM ST, Memphis, TN",-90.051462,35.104005,"census","1584 LATHAM ST, MEMPHIS, TN, 38106",1,-90.051664,35.103909,21.3,TRUE,TRUE,"38106","38106","6","6","","",""
174,"060005  00022","1250 E MALLORY AV, Memphis, TN",-90.021249,35.08578,"census","1250 E MALLORY AVE, MEMPHIS, TN, 38106",1,-90.021281,35.085623,17.7,FALSE,TRUE,"38106","38106","6","6","","",""
175,"060080  00016","1725 RAGAN ST, Memphis, TN",-90.009891,35.098272,"census","1725 RAGAN ST, MEMPHIS, TN, 38106",1,-90.009629,35.099099,94.8,FALSE,TRUE,"38106","38106","4","4","","",""
176,"035083  00041","1560 FLORIDA ST, Memphis, TN",-90.0621,35.104599,"census","1560 FLORIDA ST, MEMPHIS, TN, 38109",1,-90.062423,35.104928,46.9,TRUE,TRUE,"38109","38109","6","6","","",""
177,"077024  00018","1119 BLUEBIRD LN, Memphis, TN",-90.026523,35.050923,"census","1119 BLUEBIRD RD, MEMPHIS, TN, 38116",1,-90.027436,35.05098,83.6,TRUE,TRUE,"38116","38116","6","6","","",""
178,"026034  00006","1303 NIESE ST, Memphis, TN",-90.027032,35.111151,"census","1303 NIESE ST, MEMPHIS, TN, 38106",1,-90.02691,35.110718,49.3,TRUE,TRUE,"38106","38106","4","4","","",""
179,"096624 E00020","2662 GROVE MANOR WY, Memphis, TN",-89.752352,35.198244,"nominatim (census no_match)","2662, Grove Manor Way, Memphis, Shelby County, West Tennessee, Tennessee, 38016, United States",0,-89.752492,35.198185,14.3,TRUE,TRUE,"38016","38016","1","1","","",""
180,"091008 B00021","8340 CORDOVA RD, Memphis, TN",-89.785094,35.158275,"nominatim (census no_match)","8340, Cordova Road, Cordova, Memphis, Shelby County, West Tennessee, Tennessee, 38016, United States",0,-89.786033,35.157619,112.4,TRUE,TRUE,"38016","38016","2","2","over 100 m","",""
181,"074037 B00115","3463 SWANSON CV, Memphis, TN",-89.896104,35.0541,"census","3463 SWANSON COVE, MEMPHIS, TN, 38118",1,-89.895808,35.054324,36.7,TRUE,TRUE,"38118","38118","4","4","","",""
182,"049032  00008","520 E DISON AV, Memphis, TN",-90.045311,35.100945,"census","520 E DISON AVE, MEMPHIS, TN, 38106",1,-90.045318,35.100773,19.1,TRUE,TRUE,"38106","38106","6","6","","",""
183,"087051 C00008C","5146 KEMEL LN, Memphis, TN",-89.891726,35.211339,"census","5146 KEMEL LN, MEMPHIS, TN, 38134",1,-89.891641,35.211203,17,TRUE,TRUE,"38134","38134","1","1","","",""
184,"082061  00028","1505 PITTMAN RD, Memphis, TN",-90.114602,35.017425,"census","1505 PITMAN RD, MEMPHIS, TN, 38109",1,-90.115888,35.017505,117.7,FALSE,TRUE,"38109","38109","6","6","over 100 m","",""
185,"060047  00001","1539 ELLISTON RD, Memphis, TN",-90.011664,35.087301,"census","1539 ELLISTON RD, MEMPHIS, TN, 38106",1,-90.011559,35.087447,18.8,TRUE,TRUE,"38106","38106","6","6","","",""
186,"093407 O00006","5736 FRENCH MARKET CR N, Memphis, TN",-89.872272,35.029089,"census","5736 FRENCH MARKET CIR N, MEMPHIS, TN, 38141",1,-89.872087,35.028912,25.9,TRUE,TRUE,"38141","38141","3","3","","",""
187,"086015 A00051","3873 OTTER DR, Memphis, TN",-89.908866,35.23158,"census","3873 OTTER DR, MEMPHIS, TN, 38128",1,-89.908767,35.231711,17.1,TRUE,TRUE,"38128","38128","1","1","","",""
188,"021097  00020","1188 FAXON AV, Memphis, TN",-90.019251,35.155791,"census","1188 FAXON AVE, MEMPHIS, TN, 38105",1,-90.021379,35.15552,196.2,TRUE,TRUE,"38104","38105","7","7","different area","",""
189,"056033 F00016","5115 WINTON PL, Memphis, TN",-89.891496,35.119296,"census","5115 WINTON PL, MEMPHIS, TN, 38117",1,-89.891963,35.119449,45.8,TRUE,TRUE,"38117","38117","5","5","","",""
190,"094401 F00054","2974 LARKWOOD CV, Memphis, TN",-89.964635,35.012439,"census","2974 LARKWOOD COVE, MEMPHIS, TN, 38118",1,-89.964848,35.012241,29.3,TRUE,TRUE,"38118","38118","3","3","","",""
191,"031022  00006","1587 FOSTER AV, Memphis, TN",-90.009572,35.112402,"census","1587 FOSTER AVE, MEMPHIS, TN, 38106",1,-90.00876,35.112506,74.9,TRUE,TRUE,"38106","38106","4","4","","",""
192,"076111  00004","507 HOLIDAY RD, Memphis, TN",-90.046913,35.016642,"census","507 HOLIDAY DR, MEMPHIS, TN, 38109",1,-90.046654,35.016755,26.7,TRUE,TRUE,"38109","38109","6","6","","",""
193,"042030  00026","2310 MARBLE AV, Memphis, TN",-89.980214,35.17137,"census","2310 MARBLE AVE, MEMPHIS, TN, 38108",1,-89.98024,35.171257,12.8,TRUE,TRUE,"38108","38108","7","7","","",""
194,"055067  00074","3884 HWY 79, Memphis, TN",-89.931434,35.14941,"none (census no_match)",,0,,,,,FALSE,"38122",,"5",,"no result","",""
195,"078005  00020","1737 LOCHEARN RD, Memphis, TN",-90.006021,35.057016,"census","1737 LOCHEARN RD, MEMPHIS, TN, 38116",1,-90.00593,35.057268,29.2,TRUE,TRUE,"38116","38116","3","3","","",""
196,"073011  00037","3675 HWY 78, Memphis, TN",-89.941289,35.064297,"nominatim (census no_match)","Old US Highway 78, Memphis, Shelby County, West Tennessee, Tennessee, 38118, United States",0,-89.883396,35.002097,8690.9,FALSE,FALSE,"38118","38118","3","3","over 250 m","",""
197,"072045  00036","1977 SIPES AV, Memphis, TN",-89.997867,35.195382,"census","1977 SIPES AVE, MEMPHIS, TN, 38127",1,-89.997837,35.195514,14.9,TRUE,TRUE,"38127","38127","7","7","","",""
198,"020060  00006","1687 CARRUTHERS PL, Memphis, TN",-90.00383,35.146062,"census","1687 CARRUTHERS PL, MEMPHIS, TN, 38112",1,-90.003488,35.146179,33.8,FALSE,TRUE,"38112","38112","5","5","","",""
199,"072020  00022","1898 DRIFTWOOD AV, Memphis, TN",-90.00063,35.210349,"census","1898 DRIFTWOOD AVE, MEMPHIS, TN, 38127",1,-90.000354,35.210208,29.6,TRUE,TRUE,"38127","38127","7","7","","",""
200,"091112 A00074","8500 TRONDHEIM DR, Memphis, TN",-89.779248,35.11629,"nominatim (census no_match)","8500, Trondheim Drive, Memphis, Shelby County, West Tennessee, Tennessee, 38018, United States",0,-89.779484,35.116771,57.6,TRUE,TRUE,"38018","38018","2","2","","",""
